	Turtle-5-control-2	Turtle-5-control-1	Turtle-5-8h-PIC	Turtle-3-8h-PIC
ENSCPBG00000000156	9	9	10	12
ENSCPBG00000020585	29	34	17	21
ENSCPBG00000020591	4477	3728	8563	1634
ENSCPBG00000007214	313	315	338	362
ENSCPBG00000002375	19	10	25	23
ENSCPBG00000020600	2	0	1	5
ENSCPBG00000026405	171	126	150	52
ENSCPBG00000020603	47	55	31	45
ENSCPBG00000024523	31	46	77	41
ENSCPBG00000008002	80	68	60	55
ENSCPBG00000020606	361	308	163	369
ENSCPBG00000002283	172	150	134	269
ENSCPBG00000020611	530	578	537	1557
ENSCPBG00000020875	923	833	522	1806
ENSCPBG00000020622	82	96	35	60
ENSCPBG00000006035	40	28	28	4
ENSCPBG00000020624	121	104	109	65
ENSCPBG00000020630	1	9	0	10
ENSCPBG00000020640	10	18	11	108
ENSCPBG00000020643	109	55	85	90
ENSCPBG00000006898	1	0	2	3
ENSCPBG00000020645	85	73	103	36
ENSCPBG00000020809	30468	24741	23858	119107
ENSCPBG00000003876	93	126	56	131
ENSCPBG00000021076	111	48	141	22
ENSCPBG00000021330	538	502	322	701
ENSCPBG00000020646	30388	17788	42183	18471
ENSCPBG00000020647	177	170	80	78
ENSCPBG00000020652	707	652	684	788
ENSCPBG00000003649	252	246	203	274
ENSCPBG00000020654	2491	2206	2117	3666
ENSCPBG00000020656	13	10	4	14
ENSCPBG00000020657	268	331	157	151
ENSCPBG00000020658	9	5	3	19
ENSCPBG00000020659	3	2	1	6
ENSCPBG00000020663	143	130	157	140
ENSCPBG00000020664	2	2	2	15
ENSCPBG00000020671	15	13	6	69
ENSCPBG00000020672	267	242	116	565
ENSCPBG00000020676	97	104	98	173
ENSCPBG00000001793	562	632	345	1081
ENSCPBG00000025800	80	69	50	91
ENSCPBG00000020689	28	48	38	274
ENSCPBG00000011606	1044	935	728	693
ENSCPBG00000011751	4947	4537	3252	2295
ENSCPBG00000023911	66	69	51	72
ENSCPBG00000020693	22	22	15	264
ENSCPBG00000014891	38	25	26	29
ENSCPBG00000020694	294	200	215	836
ENSCPBG00000003845	116	79	106	81
ENSCPBG00000018650	0	0	2	2
ENSCPBG00000020698	2028	1970	1188	946
ENSCPBG00000020701	414	300	182	189
ENSCPBG00000020704	923	842	803	1982
ENSCPBG00000023136	93	87	117	26
ENSCPBG00000020706	98	99	83	1064
ENSCPBG00000020707	495	495	458	1382
ENSCPBG00000020708	231	200	152	272
ENSCPBG00000005120	7	2	8	0
ENSCPBG00000020711	11711	7379	13196	4688
ENSCPBG00000020712	334	231	312	168
ENSCPBG00000022841	3	4	5	0
ENSCPBG00000020714	32	32	39	27
ENSCPBG00000026228	1037	785	1539	1198
ENSCPBG00000020717	419	414	409	644
ENSCPBG00000027334	556	447	481	492
ENSCPBG00000022590	4	9	6	42
ENSCPBG00000022683	8	13	8	46
ENSCPBG00000020725	56	51	39	50
ENSCPBG00000006018	40	28	14	35
ENSCPBG00000020734	261	312	158	253
ENSCPBG00000020737	529	453	356	650
ENSCPBG00000020738	16	13	2	40
ENSCPBG00000003790	31	33	14	43
ENSCPBG00000020740	173	124	177	114
ENSCPBG00000021930	46	63	23	9
ENSCPBG00000020744	268	259	198	687
ENSCPBG00000020749	213	157	99	184
ENSCPBG00000012540	177	178	130	406
ENSCPBG00000023134	0	2	1	8
ENSCPBG00000020754	85	68	63	99
ENSCPBG00000020755	148	145	168	79
ENSCPBG00000020757	325	360	145	785
ENSCPBG00000020765	10	3	1	1
ENSCPBG00000020772	130	128	137	731
ENSCPBG00000011290	1	3	2	25
ENSCPBG00000020774	3	2	4	2
ENSCPBG00000020785	11	6	6	12
ENSCPBG00000020793	447	465	477	579
ENSCPBG00000007855	39	18	18	32
ENSCPBG00000020797	731	757	713	428
ENSCPBG00000006927	12	17	7	60
ENSCPBG00000020798	100	107	134	220
ENSCPBG00000024476	20	26	10	31
ENSCPBG00000020808	1006	889	601	523
ENSCPBG00000020812	582	579	318	379
ENSCPBG00000000094	331	218	316	378
ENSCPBG00000012487	1008	925	731	875
ENSCPBG00000020814	858	792	588	900
ENSCPBG00000020815	246	274	124	417
ENSCPBG00000020817	7	3	3	17
ENSCPBG00000020820	884	1069	873	6514
ENSCPBG00000006661	607	460	723	423
ENSCPBG00000020822	54	76	69	44
ENSCPBG00000016116	56	42	52	42
ENSCPBG00000026969	4713	3961	4738	4713
ENSCPBG00000023084	321	328	210	384
ENSCPBG00000008216	1810	1673	1759	3006
ENSCPBG00000020823	4091	3843	4018	6024
ENSCPBG00000006890	80	66	23	54
ENSCPBG00000016032	1	2	2	2
ENSCPBG00000020831	245	289	146	160
ENSCPBG00000026257	23	11	26	10
ENSCPBG00000020850	536	488	373	330
ENSCPBG00000020852	30	19	15	30
ENSCPBG00000025553	1524	1189	804	20492
ENSCPBG00000020857	1503	1221	1308	3221
ENSCPBG00000024369	292	220	322	281
ENSCPBG00000020858	3075	2095	2948	4385
ENSCPBG00000020862	734	557	686	966
ENSCPBG00000026325	317	351	286	664
ENSCPBG00000020864	242	229	264	499
ENSCPBG00000012294	3	1	3	9
ENSCPBG00000008368	959	835	732	5219
ENSCPBG00000020868	3	1	1	2
ENSCPBG00000021529	234	207	239	122
ENSCPBG00000020872	149	134	135	142
ENSCPBG00000020741	46	49	41	30
ENSCPBG00000020877	1113	815	1757	2672
ENSCPBG00000020879	2939	2531	2819	1938
ENSCPBG00000001489	150	162	141	373
ENSCPBG00000020885	452	345	618	419
ENSCPBG00000020886	87	99	75	62
ENSCPBG00000018424	286	300	285	128
ENSCPBG00000020890	66	32	38	139
ENSCPBG00000020893	121	112	78	272
ENSCPBG00000020895	4	4	4	15
ENSCPBG00000020897	15112	9681	19882	9724
ENSCPBG00000021423	149	128	121	166
ENSCPBG00000003585	13	7	4	46
ENSCPBG00000020901	470	520	483	483
ENSCPBG00000004031	201	156	204	183
ENSCPBG00000026063	35	25	35	15
ENSCPBG00000020909	323	373	164	302
ENSCPBG00000028140	0	1	2	2
ENSCPBG00000001302	97	151	106	535
ENSCPBG00000020915	1718	1567	1967	1017
ENSCPBG00000020918	1966	1656	1989	2081
ENSCPBG00000020922	265	169	536	54
ENSCPBG00000017165	814	841	1091	1031
ENSCPBG00000009388	4	8	0	0
ENSCPBG00000007975	0	2	2	0
ENSCPBG00000020929	11009	8934	7872	2164
ENSCPBG00000025410	4115	2967	4081	3135
ENSCPBG00000020930	103	98	109	83
ENSCPBG00000001231	301	226	135	203
ENSCPBG00000020931	559	597	326	381
ENSCPBG00000002564	332	383	293	518
ENSCPBG00000025589	3638	3334	3050	2652
ENSCPBG00000016679	7	18	7	9
ENSCPBG00000025194	364	323	203	332
ENSCPBG00000020097	670	601	642	398
ENSCPBG00000020946	124	125	74	115
ENSCPBG00000016132	389	342	449	513
ENSCPBG00000020957	389	341	238	120
ENSCPBG00000020960	430	373	303	542
ENSCPBG00000027291	276	230	228	243
ENSCPBG00000020963	194	104	149	200
ENSCPBG00000020965	2	0	0	2
ENSCPBG00000020966	311	262	309	281
ENSCPBG00000000676	877	767	767	1203
ENSCPBG00000020969	250	235	362	691
ENSCPBG00000020970	2	1	4	216
ENSCPBG00000020982	94	78	39	91
ENSCPBG00000020988	29	16	57	11
ENSCPBG00000021818	5	1	3	5
ENSCPBG00000026881	109	130	47	91
ENSCPBG00000020993	24	14	56	38
ENSCPBG00000010631	2486	2236	2859	4225
ENSCPBG00000020997	4	3	22	0
ENSCPBG00000021005	585	532	223	497
ENSCPBG00000005288	3	4	1	6
ENSCPBG00000021006	15	19	9	3
ENSCPBG00000021009	3	3	4	1
ENSCPBG00000021010	19	17	73	20
ENSCPBG00000021012	414	433	324	443
ENSCPBG00000021016	57	38	24	30
ENSCPBG00000021017	48	20	66	7
ENSCPBG00000023838	1106	921	1187	1309
ENSCPBG00000009565	10	2	8	6
ENSCPBG00000011145	3	4	4	3
ENSCPBG00000004160	14	5	15	4
ENSCPBG00000021027	26	18	45	26
ENSCPBG00000021028	98	74	170	151
ENSCPBG00000021029	1084	900	383	783
ENSCPBG00000022432	421	469	370	276
ENSCPBG00000009534	11	13	3	13
ENSCPBG00000023519	6	6	3	5
ENSCPBG00000021038	654	591	635	886
ENSCPBG00000021042	27	22	49	20
ENSCPBG00000024477	1269	828	1375	1051
ENSCPBG00000026545	809	836	664	963
ENSCPBG00000019808	2	0	2	1
ENSCPBG00000011218	454	284	602	380
ENSCPBG00000021051	334	237	260	960
ENSCPBG00000024503	132	91	83	444
ENSCPBG00000021060	202	185	55	1126
ENSCPBG00000002046	5	13	7	11
ENSCPBG00000019912	30274	17153	40932	16020
ENSCPBG00000021062	58	69	93	327
ENSCPBG00000022796	247	243	135	205
ENSCPBG00000026499	61	58	82	816
ENSCPBG00000021068	73	55	133	96
ENSCPBG00000009227	26889	25664	28397	37139
ENSCPBG00000021074	221	125	464	93
ENSCPBG00000021926	20	25	16	6
ENSCPBG00000021082	29	12	21	24
ENSCPBG00000011356	24	11	21	42
ENSCPBG00000021084	30	24	21	84
ENSCPBG00000021089	225	270	309	175
ENSCPBG00000013167	250	160	363	204
ENSCPBG00000025681	114	78	89	57
ENSCPBG00000025879	100	96	53	27
ENSCPBG00000021097	539	496	476	1909
ENSCPBG00000023278	55	34	41	36
ENSCPBG00000007393	701	538	602	831
ENSCPBG00000021099	126	66	128	168
ENSCPBG00000003305	32	23	18	47
ENSCPBG00000004442	191	149	164	137
ENSCPBG00000021103	2	2	1	1
ENSCPBG00000021106	88	79	93	888
ENSCPBG00000023112	40	32	15	210
ENSCPBG00000012604	945	819	915	1143
ENSCPBG00000014894	17	15	14	8
ENSCPBG00000021116	26	18	21	37
ENSCPBG00000021883	3	3	0	0
ENSCPBG00000021119	161	200	58	108
ENSCPBG00000021120	4	5	1	0
ENSCPBG00000022545	91	93	60	141
ENSCPBG00000021124	1100	901	776	1147
ENSCPBG00000020648	3354	2879	3009	2838
ENSCPBG00000022860	469	479	247	494
ENSCPBG00000021127	664	620	709	4004
ENSCPBG00000026946	321	327	118	15282
ENSCPBG00000021129	3	2	2	10
ENSCPBG00000021130	696	694	383	1096
ENSCPBG00000019041	1538	1563	3848	1420
ENSCPBG00000021135	614	509	399	857
ENSCPBG00000024080	681	855	676	1611
ENSCPBG00000021139	30	33	26	18
ENSCPBG00000021143	923	834	1027	907
ENSCPBG00000021144	18	14	12	24
ENSCPBG00000021152	63	59	45	114
ENSCPBG00000021154	8	0	1	3
ENSCPBG00000027074	58	41	31	3695
ENSCPBG00000021158	664	640	759	766
ENSCPBG00000013876	768	762	600	1021
ENSCPBG00000021170	80	80	42	129
ENSCPBG00000021172	178	192	134	977
ENSCPBG00000021176	450	433	317	547
ENSCPBG00000000816	86	89	51	210
ENSCPBG00000021179	139	148	112	471
ENSCPBG00000021181	202	166	144	214
ENSCPBG00000021187	66	46	35	74
ENSCPBG00000021188	773	447	1101	386
ENSCPBG00000021193	7649	5533	7864	10732
ENSCPBG00000021201	299	352	308	425
ENSCPBG00000020433	41	40	17	32
ENSCPBG00000021204	0	3	3	1
ENSCPBG00000004372	239	180	251	397
ENSCPBG00000021205	1	2	0	6
ENSCPBG00000024161	18	16	22	20
ENSCPBG00000025264	451	454	537	791
ENSCPBG00000021206	4	3	2	16
ENSCPBG00000021212	6	4	10	10
ENSCPBG00000010335	481	337	347	849
ENSCPBG00000006029	104	67	63	99
ENSCPBG00000021213	11	16	5	17
ENSCPBG00000021214	147	104	128	364
ENSCPBG00000021215	67	53	31	58
ENSCPBG00000024982	265	233	169	150
ENSCPBG00000021220	282	197	337	406
ENSCPBG00000008583	5	9	10	4
ENSCPBG00000021225	1906	2121	1106	1317
ENSCPBG00000026966	892	580	978	491
ENSCPBG00000021233	297	280	316	515
ENSCPBG00000021581	229	159	128	254
ENSCPBG00000021234	491	505	338	924
ENSCPBG00000021239	2028	2046	1643	2680
ENSCPBG00000021241	4247	4305	2228	3726
ENSCPBG00000024239	126	105	89	220
ENSCPBG00000021245	0	2	4	4
ENSCPBG00000025990	510	498	347	637
ENSCPBG00000021248	918	917	416	837
ENSCPBG00000021250	2	0	0	2
ENSCPBG00000009022	90	112	72	136
ENSCPBG00000025834	4	5	3	0
ENSCPBG00000021252	70	74	55	129
ENSCPBG00000010764	3	1	2	0
ENSCPBG00000008192	3327	3184	3255	6882
ENSCPBG00000010119	9	5	36	48
ENSCPBG00000006065	234	164	145	95
ENSCPBG00000021257	395	354	419	614
ENSCPBG00000021264	89	79	69	176
ENSCPBG00000028008	104	144	50	2103
ENSCPBG00000014328	196	185	185	2986
ENSCPBG00000010502	486	431	457	4007
ENSCPBG00000024197	1287	1238	1048	2456
ENSCPBG00000024809	2224	1686	2210	7863
ENSCPBG00000022480	17	8	14	0
ENSCPBG00000021271	82	72	34	50
ENSCPBG00000023111	104	110	63	193
ENSCPBG00000021275	87	85	49	21
ENSCPBG00000026359	168	198	158	329
ENSCPBG00000021276	274	317	250	195
ENSCPBG00000021277	876	695	798	416
ENSCPBG00000010294	21	5	10	18
ENSCPBG00000002405	13	18	13	7
ENSCPBG00000021285	77	48	85	312
ENSCPBG00000023693	2	3	0	0
ENSCPBG00000000033	5741	7285	8633	9798
ENSCPBG00000021286	13	12	12	317
ENSCPBG00000021287	32	19	8	350
ENSCPBG00000021292	9	13	5	12
ENSCPBG00000021843	151	170	87	373
ENSCPBG00000020319	97	75	99	92
ENSCPBG00000021304	86	126	52	92
ENSCPBG00000021310	6	9	8	5
ENSCPBG00000008139	795	741	496	345
ENSCPBG00000007550	496	578	359	562
ENSCPBG00000021311	1061	940	955	1429
ENSCPBG00000026806	3	1	4	1
ENSCPBG00000021317	138	117	170	213
ENSCPBG00000021319	195	210	132	283
ENSCPBG00000001595	21	7	8	2
ENSCPBG00000025536	143	134	70	224
ENSCPBG00000017544	5	8	5	66
ENSCPBG00000021324	368	304	333	409
ENSCPBG00000021327	71	89	49	640
ENSCPBG00000021328	4	2	1	13
ENSCPBG00000020139	51	32	46	60
ENSCPBG00000021345	42	24	24	100
ENSCPBG00000021346	84	81	52	137
ENSCPBG00000025201	1172	960	1208	1191
ENSCPBG00000021355	284	286	191	254
ENSCPBG00000027069	1	0	5	3
ENSCPBG00000021360	461	470	348	1694
ENSCPBG00000021369	461	550	356	578
ENSCPBG00000021373	71	72	54	74
ENSCPBG00000021374	472	321	427	119
ENSCPBG00000021375	77	92	43	95
ENSCPBG00000026837	8	9	2	17
ENSCPBG00000010085	971	830	1078	1495
ENSCPBG00000021377	39	23	12	199
ENSCPBG00000009593	70	59	56	33
ENSCPBG00000021380	20	39	25	25
ENSCPBG00000021385	1095	1030	450	944
ENSCPBG00000021386	128	136	80	70
ENSCPBG00000021524	406	352	305	346
ENSCPBG00000025060	556	526	355	422
ENSCPBG00000011258	178	168	188	248
ENSCPBG00000001662	263	233	148	254
ENSCPBG00000021412	3	6	6	1
ENSCPBG00000023328	43	23	23	34
ENSCPBG00000021416	727	598	858	814
ENSCPBG00000021420	7	7	6	46
ENSCPBG00000021424	145	111	216	182
ENSCPBG00000018934	1	5	18	1
ENSCPBG00000022301	2184	1529	3041	1946
ENSCPBG00000014216	3643	3615	2462	4236
ENSCPBG00000021428	4	4	2	4
ENSCPBG00000020880	3826	2761	3392	3397
ENSCPBG00000021431	2	0	1	5
ENSCPBG00000021437	2	0	2	0
ENSCPBG00000026194	35	37	21	39
ENSCPBG00000021475	348	319	382	4059
ENSCPBG00000025951	49	57	65	97
ENSCPBG00000021441	33	41	22	251
ENSCPBG00000021445	3	4	2	0
ENSCPBG00000021458	2	3	4	2
ENSCPBG00000021459	272	195	318	247
ENSCPBG00000004183	1	4	0	12
ENSCPBG00000021898	190	170	142	275
ENSCPBG00000021460	215	176	215	165
ENSCPBG00000021564	687	478	703	600
ENSCPBG00000021461	66	49	36	1633
ENSCPBG00000011943	102	118	105	79
ENSCPBG00000021470	425	408	329	1692
ENSCPBG00000012645	29	13	71	34
ENSCPBG00000021473	874	692	749	2097
ENSCPBG00000027095	91	54	52	17
ENSCPBG00000021585	63	49	27	47
ENSCPBG00000021481	31	38	19	37
ENSCPBG00000021488	116	79	115	73
ENSCPBG00000021503	895	854	644	2448
ENSCPBG00000025286	2595	2317	3446	4293
ENSCPBG00000014326	1024	904	824	1395
ENSCPBG00000024789	1078	1127	854	1274
ENSCPBG00000021516	4125	3602	2360	2422
ENSCPBG00000021517	322	282	391	539
ENSCPBG00000021518	1927	2022	2026	1874
ENSCPBG00000000944	59	27	41	0
ENSCPBG00000024891	554	511	378	205
ENSCPBG00000021525	55	34	45	31
ENSCPBG00000021527	1680	1601	1137	819
ENSCPBG00000017524	475	485	358	1160
ENSCPBG00000021533	6	4	2	4
ENSCPBG00000021545	555	459	449	914
ENSCPBG00000024845	2	13	6	6
ENSCPBG00000021551	428	337	375	631
ENSCPBG00000021554	1126	1161	1080	4115
ENSCPBG00000021555	1	5	2	3
ENSCPBG00000021559	105	78	160	222
ENSCPBG00000003379	182	142	142	190
ENSCPBG00000014401	6	3	2	661
ENSCPBG00000021566	2	3	5	419
ENSCPBG00000021568	1249	1095	855	1182
ENSCPBG00000013103	205	197	147	52
ENSCPBG00000021570	47	55	40	77
ENSCPBG00000026877	56	36	22	41
ENSCPBG00000021575	3	2	1	3
ENSCPBG00000024764	2	1	2	7
ENSCPBG00000014655	219	231	212	187
ENSCPBG00000021576	460	480	269	583
ENSCPBG00000004783	127	137	87	227
ENSCPBG00000021582	115	122	112	60
ENSCPBG00000021586	224	236	68	373
ENSCPBG00000011185	189	149	88	87
ENSCPBG00000021595	158	119	98	94
ENSCPBG00000021596	444	384	306	592
ENSCPBG00000021598	793	700	789	1353
ENSCPBG00000021599	417	382	410	429
ENSCPBG00000023613	2	0	2	3
ENSCPBG00000003799	258	230	152	285
ENSCPBG00000021611	464	426	547	1517
ENSCPBG00000021613	164	119	91	252
ENSCPBG00000027428	1161	981	1002	1501
ENSCPBG00000021621	155	127	149	34
ENSCPBG00000021623	47	50	58	119
ENSCPBG00000028222	753	567	910	15862
ENSCPBG00000021639	270	232	139	288
ENSCPBG00000021644	302	291	327	481
ENSCPBG00000021648	68	49	44	446
ENSCPBG00000002353	376	355	416	1971
ENSCPBG00000023406	308	322	219	476
ENSCPBG00000003404	132	153	60	151
ENSCPBG00000005982	185	147	104	303
ENSCPBG00000021651	176	170	96	204
ENSCPBG00000021652	632	603	546	417
ENSCPBG00000027405	568	424	546	577
ENSCPBG00000012585	319	278	153	388
ENSCPBG00000021658	0	3	0	2
ENSCPBG00000021663	222	228	97	840
ENSCPBG00000021665	43	28	35	11
ENSCPBG00000021666	18	8	15	86
ENSCPBG00000014502	141	143	137	214
ENSCPBG00000026822	236	190	199	220
ENSCPBG00000021671	24	25	9	32
ENSCPBG00000000999	321	239	269	174
ENSCPBG00000021673	105	68	43	96
ENSCPBG00000021674	291	321	200	729
ENSCPBG00000004489	285	197	312	179
ENSCPBG00000021689	3	1	1	26
ENSCPBG00000001719	1043	1032	612	1248
ENSCPBG00000021693	1	5	2	0
ENSCPBG00000021694	74	93	92	243
ENSCPBG00000014736	610	549	427	711
ENSCPBG00000021695	47	45	50	42
ENSCPBG00000002421	327	291	145	132
ENSCPBG00000024993	8	3	2	9
ENSCPBG00000022464	43	24	19	16
ENSCPBG00000021709	192	198	107	157
ENSCPBG00000025847	300	266	164	413
ENSCPBG00000021399	2	1	3	0
ENSCPBG00000025412	877	630	907	234
ENSCPBG00000027100	166	128	168	136
ENSCPBG00000007028	58	38	45	75
ENSCPBG00000022222	19	14	1	1955
ENSCPBG00000019475	10	23	7	28
ENSCPBG00000016407	16738	13259	19925	15352
ENSCPBG00000016632	872	907	671	809
ENSCPBG00000021730	138917	66028	209084	20121
ENSCPBG00000021731	39	16	74	5
ENSCPBG00000011850	84	50	68	14
ENSCPBG00000021732	9	2	9	10
ENSCPBG00000021737	588	401	632	880
ENSCPBG00000013901	479	333	581	777
ENSCPBG00000021743	2	4	0	0
ENSCPBG00000021748	176	143	110	293
ENSCPBG00000001465	2514	2198	2086	2400
ENSCPBG00000021749	2	1	0	2
ENSCPBG00000018578	1	4	1	29
ENSCPBG00000021757	1154	857	1232	741
ENSCPBG00000021775	64	60	33	67
ENSCPBG00000022277	13	10	10	99
ENSCPBG00000021800	2647	2566	1506	2205
ENSCPBG00000017826	198	172	127	230
ENSCPBG00000021801	58	28	21	70
ENSCPBG00000021804	41	36	31	32
ENSCPBG00000021809	27	25	37	219
ENSCPBG00000023957	0	0	2	3
ENSCPBG00000012734	8	5	15	5
ENSCPBG00000021810	6	3	0	16
ENSCPBG00000004576	22	12	24	278
ENSCPBG00000023637	13244	6219	19497	8661
ENSCPBG00000021811	174	186	153	117
ENSCPBG00000021814	421	336	391	629
ENSCPBG00000021819	1683	1582	1270	2633
ENSCPBG00000021820	91	85	117	129
ENSCPBG00000018985	280	145	280	143
ENSCPBG00000021825	32	31	32	2675
ENSCPBG00000005968	10	13	2	0
ENSCPBG00000021826	1	3	0	71
ENSCPBG00000023754	1231	1258	969	571
ENSCPBG00000016268	1449	1519	1333	7937
ENSCPBG00000021836	889	790	918	1609
ENSCPBG00000021837	626	636	443	547
ENSCPBG00000021844	189	211	125	319
ENSCPBG00000013824	61	61	77	26
ENSCPBG00000005128	35	61	36	164
ENSCPBG00000027308	841	668	511	3311
ENSCPBG00000021854	5	6	4	12
ENSCPBG00000023379	1390	1027	1631	1341
ENSCPBG00000021859	27099	25180	27821	19135
ENSCPBG00000014079	98	108	59	54
ENSCPBG00000021867	3	1	0	2
ENSCPBG00000021872	2108	1421	2408	3153
ENSCPBG00000022675	2148	1907	2391	2154
ENSCPBG00000015341	5	2	10	4
ENSCPBG00000021879	90	114	44	56
ENSCPBG00000021892	610	392	1048	219
ENSCPBG00000021894	6	2	1	323
ENSCPBG00000021895	87	62	93	72
ENSCPBG00000010298	18	15	6	12
ENSCPBG00000021896	4	2	4	6
ENSCPBG00000021902	17659	17085	16710	17673
ENSCPBG00000021905	4	1	3	7
ENSCPBG00000026486	79	76	77	273
ENSCPBG00000021907	15	15	7	14
ENSCPBG00000021913	3	3	1	5
ENSCPBG00000021914	209	175	339	219
ENSCPBG00000009494	895	661	997	613
ENSCPBG00000023332	75	72	70	49
ENSCPBG00000022232	6	3	19	2
ENSCPBG00000007601	466	424	314	507
ENSCPBG00000021916	5	5	5	4
ENSCPBG00000021917	403	343	429	631
ENSCPBG00000021919	688	672	667	549
ENSCPBG00000021920	20	20	8	488
ENSCPBG00000023132	72	69	45	43
ENSCPBG00000021922	6	3	3	3
ENSCPBG00000006808	357	311	316	392
ENSCPBG00000021925	608	669	563	545
ENSCPBG00000024148	805	798	608	478
ENSCPBG00000026635	227	233	176	96
ENSCPBG00000021934	255	245	295	259
ENSCPBG00000002738	861	788	727	494
ENSCPBG00000024582	134	106	157	135
ENSCPBG00000021938	11	11	14	4694
ENSCPBG00000021942	206	190	122	7794
ENSCPBG00000009080	44	42	28	1126
ENSCPBG00000021946	244	209	154	346
ENSCPBG00000021958	58	38	58	78
ENSCPBG00000023080	411	390	210	1230
ENSCPBG00000021964	130	141	62	121
ENSCPBG00000004147	470	401	392	615
ENSCPBG00000021976	35	26	51	237
ENSCPBG00000021979	32	50	46	210
ENSCPBG00000021983	563	428	761	1435
ENSCPBG00000021985	3	1	1	12
ENSCPBG00000021986	164	140	129	209
ENSCPBG00000021988	251	243	215	753
ENSCPBG00000021989	4862	3971	3048	9806
ENSCPBG00000027348	3	3	4	7
ENSCPBG00000021993	8	11	2	140
ENSCPBG00000021994	10	4	5	4
ENSCPBG00000021996	305	209	366	489
ENSCPBG00000021998	810	631	379	377
ENSCPBG00000025741	80	56	65	84
ENSCPBG00000022011	323	237	294	267
ENSCPBG00000022012	583	663	637	886
ENSCPBG00000022020	45	51	14	6
ENSCPBG00000022021	329	329	151	715
ENSCPBG00000022568	124	116	157	77
ENSCPBG00000023326	128	143	121	1107
ENSCPBG00000022030	52	40	24	222
ENSCPBG00000022036	220	238	219	247
ENSCPBG00000004128	4	16	18	18
ENSCPBG00000022037	507	681	368	1087
ENSCPBG00000022040	4607	4829	4296	3881
ENSCPBG00000022041	36	32	59	40
ENSCPBG00000022042	2010	1653	2729	3205
ENSCPBG00000026525	63	67	71	53
ENSCPBG00000022048	1529	1377	1090	524
ENSCPBG00000022049	1	7	4	4
ENSCPBG00000027551	141	125	112	95
ENSCPBG00000022055	2143	1905	1516	2879
ENSCPBG00000022056	60	50	36	75
ENSCPBG00000022061	164	221	160	132
ENSCPBG00000009279	522	574	635	753
ENSCPBG00000022067	635	675	269	551
ENSCPBG00000012219	1221	884	1403	1308
ENSCPBG00000022068	60	40	67	27
ENSCPBG00000025203	488	348	412	443
ENSCPBG00000022071	2	1	1	5
ENSCPBG00000022072	5	8	2	0
ENSCPBG00000008408	402	494	443	1058
ENSCPBG00000022076	1309	1217	513	2504
ENSCPBG00000022077	564	585	425	228
ENSCPBG00000018294	106	102	86	254
ENSCPBG00000022084	55	40	51	54
ENSCPBG00000022085	158	157	78	110
ENSCPBG00000022098	5	3	7	0
ENSCPBG00000023994	260	234	150	396
ENSCPBG00000004627	1110	1091	757	1013
ENSCPBG00000022102	5764	3950	6124	5750
ENSCPBG00000022103	672	667	404	736
ENSCPBG00000022106	390	281	375	391
ENSCPBG00000022110	129	151	117	289
ENSCPBG00000022112	192	146	197	177
ENSCPBG00000022113	1086	860	1190	1438
ENSCPBG00000022123	270	227	223	416
ENSCPBG00000023412	523	471	505	742
ENSCPBG00000028089	421	461	480	445
ENSCPBG00000014256	1809	1610	1890	8012
ENSCPBG00000022129	4	8	4	8
ENSCPBG00000022132	13	7	12	163
ENSCPBG00000022137	475	473	397	248
ENSCPBG00000022147	357	288	287	337
ENSCPBG00000024544	3	4	10	5
ENSCPBG00000005229	97	70	121	31
ENSCPBG00000022149	54	34	20	45
ENSCPBG00000022429	8	0	2	0
ENSCPBG00000027049	5	6	1	3
ENSCPBG00000003432	12	5	9	11
ENSCPBG00000022154	1434	1133	1950	796
ENSCPBG00000022159	3	2	3	5
ENSCPBG00000022160	944	920	764	8071
ENSCPBG00000022162	2197	1665	2333	3137
ENSCPBG00000024448	1931	1502	2200	1043
ENSCPBG00000022163	10	13	3	15
ENSCPBG00000026596	9	7	4	2
ENSCPBG00000022164	225	176	178	459
ENSCPBG00000022166	18	4	27	197
ENSCPBG00000022167	135	126	126	89
ENSCPBG00000022169	57	48	36	2355
ENSCPBG00000026331	108	120	103	90
ENSCPBG00000004652	193	158	145	252
ENSCPBG00000012416	15	11	9	22
ENSCPBG00000022171	39	30	32	27
ENSCPBG00000018471	555	521	358	666
ENSCPBG00000022172	900	742	970	584
ENSCPBG00000022173	83	62	52	49
ENSCPBG00000020234	246	186	135	61
ENSCPBG00000027003	372	287	259	197
ENSCPBG00000022178	22	10	10	11
ENSCPBG00000022181	0	2	3	0
ENSCPBG00000022182	15	11	7	9
ENSCPBG00000026689	1430	1306	857	899
ENSCPBG00000024403	356	314	402	523
ENSCPBG00000022194	1098	1102	1314	520
ENSCPBG00000023800	886	732	797	649
ENSCPBG00000022202	0	5	9	6
ENSCPBG00000023154	7	6	2	3
ENSCPBG00000015337	52	51	22	70
ENSCPBG00000022203	11	4	11	2
ENSCPBG00000022208	290	223	283	321
ENSCPBG00000025313	42140	34248	45761	20124
ENSCPBG00000022210	47	58	51	78
ENSCPBG00000022213	239	235	149	1528
ENSCPBG00000022216	628	540	348	1428
ENSCPBG00000022219	4	1	2	276
ENSCPBG00000022224	273	287	180	483
ENSCPBG00000022225	730	756	823	848
ENSCPBG00000024294	27	25	35	46
ENSCPBG00000022226	208	189	194	188
ENSCPBG00000022228	55	47	29	38
ENSCPBG00000007060	1700	1943	1691	2368
